Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3343,66,female,Jacket,Outerwear,81,New Jersey,M,Violet,Spring,3.8,no,Free Shipping,no,no,45,Credit Card,Weekly
3344,24,female,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,no,2-Day Shipping,no,no,6,Cash,Bi-Weekly
3345,62,female,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,no,Free Shipping,no,no,20,Cash,Annually
3346,28,female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4,no,2-Day Shipping,no,no,3,Venmo,Bi-Weekly
3347,30,female,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,no,Express,no,no,30,Venmo,Quarterly
3348,22,female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,no,Standard,no,no,28,PayPal,Bi-Weekly
3349,28,female,T-shirt,Clothing,74,New Hampshire,L,Gray,Winter,2.8,no,Standard,no,no,15,Cash,Every 3 Months
3350,35,female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,no,Store Pickup,no,no,29,PayPal,Quarterly
3351,45,female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,no,2-Day Shipping,no,no,15,Cash,Bi-Weekly
3352,43,female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,no,2-Day Shipping,no,no,18,Bank Transfer,Fortnightly
3353,55,female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,no,Next Day Air,no,no,7,Bank Transfer,Bi-Weekly
3354,31,female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,no,Free Shipping,no,no,19,Credit Card,Every 3 Months
3355,42,female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,no,Next Day Air,no,no,15,PayPal,Weekly
3356,40,female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,no,Store Pickup,no,no,3,Bank Transfer,Bi-Weekly
3357,39,female,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,no,Store Pickup,no,no,13,PayPal,Bi-Weekly
3358,41,female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,no,Free Shipping,no,no,37,Credit Card,Monthly
3359,56,female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,no,2-Day Shipping,no,no,26,Cash,Annually
3360,43,female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,no,Next Day Air,no,no,29,Debit Card,Monthly
3361,22,female,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,no,2-Day Shipping,no,no,47,Cash,Every 3 Months
3362,47,female,Shoes,Footwear,26,Florida,M,Silver,Spring,4.1,no,Free Shipping,no,no,47,Credit Card,Bi-Weekly
3363,50,female,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3,no,Next Day Air,no,no,48,Venmo,Fortnightly
3364,58,female,Sweater,Clothing,23,California,M,Turquoise,Winter,3,no,Next Day Air,no,no,46,Bank Transfer,Bi-Weekly
3365,50,female,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,no,Standard,no,no,7,Credit Card,Monthly
3366,43,female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,no,Express,no,no,45,Credit Card,Every 3 Months
3367,38,female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,no,2-Day Shipping,no,no,47,Debit Card,Quarterly
3368,44,female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,no,Store Pickup,no,no,6,Venmo,Fortnightly
3369,30,female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,no,Express,no,no,29,Bank Transfer,Every 3 Months
3370,47,female,Sweater,Clothing,51,Maine,M,Indigo,Winter,3.8,no,2-Day Shipping,no,no,42,Cash,Monthly
3371,30,female,Belt,Accessories,31,Illinois,M,Charcoal,Summer,2.8,no,Store Pickup,no,no,46,Cash,Fortnightly
3372,49,female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4,no,Next Day Air,no,no,28,PayPal,Annually
3373,56,female,Socks,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,no,Free Shipping,no,no,14,Credit Card,Every 3 Months
3374,70,female,Sandals,Footwear,52,Minnesota,M,Purple,Spring,3.5,no,Store Pickup,no,no,12,Debit Card,Every 3 Months
3375,22,female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,no,2-Day Shipping,no,no,41,Debit Card,Annually
3376,51,female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,no,Express,no,no,8,Credit Card,Annually
3377,22,female,Hat,Accessories,46,Ohio,M,Green,Winter,4.1,no,Store Pickup,no,no,24,Cash,Quarterly
3378,37,female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,no,Next Day Air,no,no,18,PayPal,Fortnightly
3379,49,female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,no,Next Day Air,no,no,6,Cash,Quarterly
3380,61,female,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5,no,Store Pickup,no,no,40,Cash,Weekly
3381,41,female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,no,Standard,no,no,6,PayPal,Every 3 Months
3382,57,female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,no,Standard,no,no,27,Credit Card,Quarterly
3383,34,female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,no,Express,no,no,2,Bank Transfer,Weekly
3384,27,female,Coat,Outerwear,43,Delaware,M,Pink,Fall,2.6,no,Next Day Air,no,no,39,Venmo,Bi-Weekly
3385,39,female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,no,Free Shipping,no,no,9,Venmo,Quarterly
3386,62,female,Jewelry,Accessories,83,Rhode Island,M,Olive,Winter,2.8,no,Standard,no,no,16,Credit Card,Every 3 Months
3387,34,female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,no,2-Day Shipping,no,no,36,Cash,Quarterly
3388,53,female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,no,2-Day Shipping,no,no,2,Credit Card,Bi-Weekly
3389,35,female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,no,Store Pickup,no,no,21,Credit Card,Weekly
3390,38,female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,no,Free Shipping,no,no,39,Venmo,Annually
3391,32,female,Socks,Clothing,70,Oregon,S,Red,Summer,3,no,Next Day Air,no,no,38,PayPal,Annually
3392,47,female,Hoodie,Clothing,57,Montana,M,Silver,Fall,3.7,no,2-Day Shipping,no,no,6,Debit Card,Every 3 Months
3393,53,female,Scarf,Accessories,74,New Jersey,XL,Blue,Winter,4.4,no,Free Shipping,no,no,6,Venmo,Bi-Weekly
3394,60,female,Dress,Clothing,90,Arizona,M,Gold,Fall,3.1,no,Next Day Air,no,no,50,Debit Card,Monthly
3395,31,female,Sandals,Footwear,98,Vermont,S,Yellow,Spring,4.2,no,Store Pickup,no,no,9,PayPal,Annually
3396,44,female,Dress,Clothing,43,Colorado,M,Silver,Winter,3.1,no,Free Shipping,no,no,15,Debit Card,Every 3 Months
3397,29,female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5,no,Next Day Air,no,no,5,PayPal,Quarterly
3398,19,female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,no,Standard,no,no,13,Bank Transfer,Bi-Weekly
3399,54,female,Jeans,Clothing,60,Montana,L,Pink,Winter,3.8,no,Standard,no,no,44,Cash,Fortnightly
3400,40,female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,no,Standard,no,no,36,Debit Card,Annually
3401,39,female,Sunglasses,Accessories,51,Nevada,M,Lavender,Fall,4.8,no,Free Shipping,no,no,18,Venmo,Fortnightly
3402,44,female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,no,Standard,no,no,39,Credit Card,Weekly
3403,22,female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,no,2-Day Shipping,no,no,11,PayPal,Every 3 Months
3404,30,female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,no,Standard,no,no,1,Cash,Bi-Weekly
3405,69,female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,no,2-Day Shipping,no,no,34,Credit Card,Annually
3406,28,female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,no,Store Pickup,no,no,47,Bank Transfer,Bi-Weekly
3407,57,female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4,no,Store Pickup,no,no,24,Venmo,Quarterly
3408,46,female,Dress,Clothing,46,Alabama,S,Purple,Spring,2.6,no,Store Pickup,no,no,20,Cash,Quarterly
3409,48,female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,no,Standard,no,no,11,Bank Transfer,Annually
3410,24,female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,no,Next Day Air,no,no,3,Credit Card,Every 3 Months
3411,50,female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,no,Free Shipping,no,no,38,Bank Transfer,Bi-Weekly
3412,29,female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,no,2-Day Shipping,no,no,45,Cash,Weekly
3413,61,female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,no,Store Pickup,no,no,31,Venmo,Quarterly
3414,34,female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,no,Express,no,no,16,PayPal,Bi-Weekly
3415,27,female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,no,Next Day Air,no,no,3,Bank Transfer,Quarterly
3416,38,female,Blouse,Clothing,68,New York,M,Gold,Fall,3,no,2-Day Shipping,no,no,15,Bank Transfer,Annually
3417,25,female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,no,Store Pickup,no,no,11,Bank Transfer,Every 3 Months
3418,54,female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,no,2-Day Shipping,no,no,22,Debit Card,Fortnightly
3419,53,female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,no,Free Shipping,no,no,35,Debit Card,Annually
3420,23,female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,no,Store Pickup,no,no,5,Venmo,Bi-Weekly
3421,19,female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,no,Express,no,no,35,PayPal,Bi-Weekly
3422,57,female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,no,Free Shipping,no,no,27,PayPal,Weekly
3423,19,female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,no,Next Day Air,no,no,9,Venmo,Monthly
3424,33,female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,no,Next Day Air,no,no,21,PayPal,Bi-Weekly
3425,33,female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,no,2-Day Shipping,no,no,23,Credit Card,Monthly
3426,38,female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,no,Next Day Air,no,no,3,Debit Card,Bi-Weekly
3427,47,female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,no,2-Day Shipping,no,no,31,Credit Card,Annually
3428,39,female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,no,Store Pickup,no,no,44,Cash,Annually
3429,32,female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,no,Next Day Air,no,no,20,Venmo,Monthly
3430,27,female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,no,Express,no,no,34,Debit Card,Weekly
3431,67,female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,no,Next Day Air,no,no,17,Bank Transfer,Every 3 Months
3432,46,female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,no,Express,no,no,20,Venmo,Annually
3433,36,female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,no,2-Day Shipping,no,no,46,PayPal,Every 3 Months
3434,62,female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,no,Free Shipping,no,no,28,PayPal,Annually
3435,31,female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,no,2-Day Shipping,no,no,6,Venmo,Fortnightly
3436,68,female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,no,2-Day Shipping,no,no,50,Debit Card,Bi-Weekly
3437,57,female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,no,2-Day Shipping,no,no,41,Bank Transfer,Monthly
3438,22,female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,no,2-Day Shipping,no,no,50,PayPal,Annually
3439,26,female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3,no,Store Pickup,no,no,33,Credit Card,Monthly
3440,43,female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,no,Express,no,no,25,Venmo,Quarterly
3441,45,female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,no,2-Day Shipping,no,no,2,PayPal,Weekly
3442,64,female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,no,Standard,no,no,15,Credit Card,Annually
3443,28,female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,no,Next Day Air,no,no,12,PayPal,Weekly
3444,47,female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5,no,Free Shipping,no,no,28,Cash,Bi-Weekly
3445,53,female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,no,2-Day Shipping,no,no,12,Bank Transfer,Bi-Weekly
3446,42,female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,no,Standard,no,no,3,Debit Card,Annually
3447,51,female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5,no,2-Day Shipping,no,no,20,Cash,Weekly
3448,62,female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,no,Express,no,no,3,Bank Transfer,Bi-Weekly
3449,18,female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,no,Express,no,no,32,Bank Transfer,Fortnightly
3450,48,female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,no,Standard,no,no,35,Cash,Monthly
3451,20,female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,no,Store Pickup,no,no,31,PayPal,Monthly
3452,32,female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3,no,Free Shipping,no,no,13,Credit Card,Annually
3453,26,female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,no,Next Day Air,no,no,3,Venmo,Fortnightly
3454,31,female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,no,Standard,no,no,48,Venmo,Bi-Weekly
3455,55,female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,no,Store Pickup,no,no,15,PayPal,Bi-Weekly
3456,49,female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,no,Standard,no,no,13,Venmo,Annually
3457,42,female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,no,Express,no,no,21,Venmo,Monthly
3458,64,female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3,no,Express,no,no,29,Cash,Fortnightly
3459,68,female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,no,Standard,no,no,24,Venmo,Quarterly
3460,68,female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,no,Express,no,no,21,PayPal,Annually
3461,41,female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,no,Express,no,no,5,Bank Transfer,Bi-Weekly
3462,51,female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,no,Standard,no,no,47,Cash,Quarterly
3463,44,female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,no,Standard,no,no,34,Credit Card,Every 3 Months
3464,27,female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,no,2-Day Shipping,no,no,45,PayPal,Fortnightly
3465,36,female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,no,Next Day Air,no,no,12,PayPal,Annually
3466,19,female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,no,Standard,no,no,31,Debit Card,Weekly
3467,49,female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,no,Standard,no,no,43,Bank Transfer,Annually
3468,18,female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5,no,Next Day Air,no,no,5,Credit Card,Annually
3469,36,female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,no,Standard,no,no,36,Debit Card,Quarterly
3470,36,female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,no,Store Pickup,no,no,12,Cash,Annually
3471,19,female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,no,Free Shipping,no,no,31,Cash,Bi-Weekly
3472,43,female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,no,Store Pickup,no,no,31,Cash,Bi-Weekly
3473,31,female,Blouse,Clothing,42,Georgia,S,White,Summer,4,no,Free Shipping,no,no,15,Debit Card,Weekly
3474,63,female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,no,Express,no,no,11,Cash,Weekly
3475,41,female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,no,Store Pickup,no,no,18,Venmo,Monthly
3476,48,female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,no,Express,no,no,9,Cash,Quarterly
3477,68,female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,no,Free Shipping,no,no,11,Cash,Weekly
3478,53,female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,no,Store Pickup,no,no,38,Debit Card,Bi-Weekly
3479,36,female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,no,Store Pickup,no,no,42,PayPal,Quarterly
3480,46,female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,no,Standard,no,no,41,Cash,Monthly
3481,21,female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,no,Free Shipping,no,no,45,PayPal,Monthly
3482,52,female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,no,Store Pickup,no,no,41,Debit Card,Bi-Weekly
3483,66,female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,no,Next Day Air,no,no,35,Debit Card,Weekly
3484,19,female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,no,Express,no,no,21,Credit Card,Every 3 Months
3485,44,female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,no,Free Shipping,no,no,13,Credit Card,Bi-Weekly
3486,50,female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,no,Standard,no,no,23,Debit Card,Fortnightly
3487,51,female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,no,Standard,no,no,6,PayPal,Weekly
3488,25,female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,no,Store Pickup,no,no,39,Bank Transfer,Annually
3489,62,female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,no,Store Pickup,no,no,7,Cash,Quarterly
3490,48,female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,no,2-Day Shipping,no,no,32,PayPal,Every 3 Months
3491,62,female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,no,Store Pickup,no,no,43,Credit Card,Quarterly
3492,22,female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,no,Express,no,no,15,Cash,Monthly
3493,48,female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,no,Standard,no,no,48,Bank Transfer,Annually
3494,48,female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,no,Store Pickup,no,no,35,Credit Card,Weekly
3495,62,female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,no,Free Shipping,no,no,41,PayPal,Quarterly
3496,24,female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,no,Free Shipping,no,no,14,Cash,Weekly
3497,39,female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4,no,Free Shipping,no,no,22,PayPal,Monthly
3498,35,female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,no,Store Pickup,no,no,16,Venmo,Every 3 Months
3499,47,female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,no,Standard,no,no,2,Bank Transfer,Bi-Weekly
3500,22,female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3,no,Next Day Air,no,no,13,PayPal,Every 3 Months
3501,38,female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,no,Next Day Air,no,no,38,Debit Card,Fortnightly
3502,53,female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,no,Standard,no,no,43,Bank Transfer,Weekly
3503,31,female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,no,Next Day Air,no,no,26,Bank Transfer,Quarterly
3504,31,female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,no,Free Shipping,no,no,39,Cash,Weekly
3505,65,female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4,no,Next Day Air,no,no,50,Venmo,Monthly
3506,48,female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,no,2-Day Shipping,no,no,40,Bank Transfer,Every 3 Months
3507,18,female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,no,2-Day Shipping,no,no,12,Cash,Fortnightly
3508,46,female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,no,Store Pickup,no,no,33,Credit Card,Every 3 Months
3509,52,female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,no,Standard,no,no,49,Bank Transfer,Weekly
3510,50,female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,no,Next Day Air,no,no,43,Venmo,Bi-Weekly
3511,49,female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,no,2-Day Shipping,no,no,14,Venmo,Monthly
3512,69,female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,no,2-Day Shipping,no,no,21,Credit Card,Every 3 Months
3513,36,female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,no,Free Shipping,no,no,31,Debit Card,Quarterly
3514,30,female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,no,Store Pickup,no,no,29,Credit Card,Fortnightly
3515,25,female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,no,Express,no,no,32,Cash,Monthly
3516,19,female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4,no,Next Day Air,no,no,16,Debit Card,Bi-Weekly
3517,34,female,Boots,Footwear,56,South Carolina,S,White,Summer,4,no,Free Shipping,no,no,38,PayPal,Bi-Weekly
3518,29,female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,no,Next Day Air,no,no,34,Debit Card,Every 3 Months
3519,50,female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,no,Standard,no,no,30,PayPal,Quarterly
3520,31,female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,no,Next Day Air,no,no,14,Bank Transfer,Fortnightly
3521,41,female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,no,Express,no,no,33,Bank Transfer,Monthly
3522,52,female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,no,Store Pickup,no,no,35,Venmo,Weekly
3523,27,female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,no,Store Pickup,no,no,13,Cash,Quarterly
3524,49,female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,no,Standard,no,no,30,Cash,Fortnightly
3525,69,female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,no,Free Shipping,no,no,30,Credit Card,Monthly
3526,45,female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,no,Standard,no,no,47,Bank Transfer,Annually
3527,20,female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,no,Express,no,no,1,PayPal,Every 3 Months
3528,25,female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,no,Free Shipping,no,no,1,Cash,Weekly
3529,38,female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,no,Free Shipping,no,no,33,PayPal,Annually
3530,55,female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,no,Next Day Air,no,no,43,Bank Transfer,Weekly
3531,62,female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,no,Express,no,no,37,PayPal,Weekly
3532,54,female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,no,2-Day Shipping,no,no,23,Cash,Quarterly
3533,61,female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,no,Standard,no,no,12,Credit Card,Annually
3534,50,female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,no,Standard,no,no,30,Venmo,Fortnightly
3535,65,female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,no,Express,no,no,7,Cash,Weekly
3536,68,female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5,no,Express,no,no,20,Debit Card,Monthly
3537,55,female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,no,Express,no,no,10,Venmo,Monthly
3538,57,female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,no,Standard,no,no,40,Credit Card,Every 3 Months
3539,56,female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,no,Store Pickup,no,no,21,Venmo,Monthly
3540,29,female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,no,Express,no,no,17,Credit Card,Bi-Weekly
3541,24,female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,no,Free Shipping,no,no,5,Bank Transfer,Weekly
3542,59,female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4,no,Next Day Air,no,no,22,PayPal,Annually
3543,62,female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,no,Express,no,no,5,Venmo,Weekly
3544,58,female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,no,Standard,no,no,18,PayPal,Every 3 Months
3545,64,female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,no,2-Day Shipping,no,no,42,Cash,Every 3 Months
3546,48,female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,no,2-Day Shipping,no,no,22,Debit Card,Annually
3547,60,female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,no,Free Shipping,no,no,37,Bank Transfer,Bi-Weekly
3548,52,female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,no,Standard,no,no,23,Credit Card,Annually
3549,63,female,Blouse,Clothing,37,Utah,M,Red,Fall,3,no,Standard,no,no,47,Debit Card,Fortnightly
3550,44,female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,no,2-Day Shipping,no,no,11,Bank Transfer,Fortnightly
3551,63,female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,no,Standard,no,no,32,Cash,Weekly
3552,66,female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,no,Store Pickup,no,no,20,Venmo,Weekly
3553,22,female,Sunglasses,Accessories,66,Kentucky,M,Blue,Winter,2.9,no,Next Day Air,no,no,3,PayPal,Quarterly
3554,62,female,Shoes,Footwear,99,Minnesota,M,Charcoal,Spring,4.9,no,Free Shipping,no,no,32,Bank Transfer,Weekly
3555,39,female,Dress,Clothing,55,Louisiana,M,Indigo,Spring,5,no,Free Shipping,no,no,5,Credit Card,Fortnightly
3556,25,female,Blouse,Clothing,23,Delaware,L,Silver,Spring,4.6,no,Next Day Air,no,no,45,Cash,Quarterly
3557,70,female,Sweater,Clothing,88,Arizona,M,Brown,Fall,4.2,no,Express,no,no,43,Cash,Bi-Weekly
